marital_status,application_mode,application_order,course,daytime/evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,target
Single,0,4,8,Daytime,1,126.0,0,0,7,24,42,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,2
Single,4,6,11,Daytime,1,148.0,0,0,7,23,37,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0
Single,11,1,9,Daytime,1,130.0,0,18,22,29,41,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,2
Single,0,1,13,Daytime,1,117.0,0,0,23,23,43,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,0
Single,4,1,13,Daytime,1,120.0,0,6,7,25,39,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,2
Single,0,1,14,Daytime,1,153.0,0,0,0,9,28,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,2
Single,0,2,11,Daytime,1,117.0,0,6,0,24,41,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,1
Single,5,1,11,Daytime,1,178.0,0,6,0,24,42,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,2
Single,0,5,11,Daytime,1,129.0,0,17,22,29,43,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,2
Single,0,6,14,Daytime,1,116.0,0,6,0,24,38,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,2
Single,14,1,8,Daytime,1,99.0,0,12,0,23,37,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,1
Single,0,3,9,Daytime,1,135.0,0,0,3,29,2,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,2
Single,0,3,11,Daytime,1,141.0,0,6,7,29,41,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,2
Single,4,5,15,Daytime,1,132.0,0,17,23,25,40,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,2
Single,0,4,10,Daytime,1,132.0,0,3,7,29,43,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0
Single,4,1,10,Daytime,1,113.0,0,0,22,29,2,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,0
Single,0,1,8,Daytime,1,134.0,0,12,7,22,2,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,2
Single,0,1,11,Daytime,1,136.0,0,0,7,29,43,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,2
Single,0,1,0,Daytime,1,136.0,0,12,22,22,42,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
Single,0,1,5,Daytime,1,129.0,0,0,23,24,41,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,2
Single,4,1,15,Daytime,1,138.0,0,18,23,27,40,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,1
Single,0,1,15,Daytime,1,137.0,0,17,22,29,43,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,2
Single,11,1,15,Daytime,1,115.0,0,12,22,22,39,108.7,Yes,No,No,Yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,0
Single,0,1,15,Daytime,1,129.0,0,18,22,26,40,138.1,No,No,No,Yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,0
Single,0,1,8,Daytime,1,131.0,0,18,23,29,43,126.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,2
Single,4,2,9,Daytime,1,133.0,0,0,22,27,43,127.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,2
Single,0,3,9,Daytime,1,125.0,0,6,0,29,2,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,2
Single,9,1,2,Evening,1,120.0,0,0,7,26,42,122.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,2
Single,0,1,13,Daytime,1,128.0,0,6,0,24,1,118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,0
Single,0,1,11,Daytime,1,127.0,0,6,22,29,41,123.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,2
Single,0,2,11,Daytime,1,134.0,0,6,7,29,43,125.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,2
Single,4,5,15,Daytime,1,132.0,0,3,3,24,38,123.3,Yes,No,No,Yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,0
Single,4,2,13,Daytime,1,124.0,0,0,7,25,38,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,2
Single,4,1,14,Daytime,1,133.1,0,6,22,27,41,126.0,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,2
Widow,9,1,3,Daytime,1,170.0,0,0,22,26,40,170.0,No,No,Yes,Yes,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
Single,4,3,9,Daytime,1,125.0,0,6,7,27,42,121.5,No,No,No,Yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,2
Single,9,1,11,Daytime,3,130.0,0,7,8,1,1,130.0,No,No,No,Yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,2
Single,11,1,9,Daytime,1,125.0,0,6,7,24,42,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,0
Single,9,1,5,Daytime,1,130.0,0,17,7,29,41,130.0,Yes,No,No,Yes,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,1
Single,4,2,12,Daytime,1,133.1,0,17,22,23,2,108.0,No,No,No,Yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,2
Single,4,1,11,Daytime,1,131.0,0,7,23,24,39,132.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,2
Single,10,1,2,Evening,1,150.0,0,6,8,24,40,148.0,No,No,No,Yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,2
Single,4,2,10,Daytime,1,125.0,0,17,22,29,42,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,0
Single,0,1,13,Daytime,1,131.0,0,17,22,29,43,123.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,1
Single,9,1,15,Daytime,1,130.0,0,17,7,29,39,102.5,No,No,No,Yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,2
Single,0,2,11,Daytime,1,123.0,0,14,19,30,44,113.3,Yes,No,No,Yes,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,0
Single,0,5,15,Daytime,1,141.0,0,17,7,29,39,133.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,0
Single,17,1,11,Daytime,3,140.0,0,0,0,29,39,140.0,No,No,No,Yes,Female,No,33,No,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,0
Single,11,1,15,Daytime,1,140.0,0,12,0,23,37,128.3,Yes,No,No,Yes,Female,No,35,No,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,2
Single,12,1,16,Evening,39,140.0,0,17,7,29,42,140.0,No,No,No,Yes,Female,Yes,26,No,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,1
Single,9,1,14,Daytime,19,133.1,0,6,7,23,38,104.0,No,No,Yes,No,Female,No,27,No,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0
Single,5,3,4,Daytime,1,131.0,0,0,22,25,39,122.3,Yes,No,No,No,Female,No,19,No,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
Single,4,2,10,Daytime,1,143.0,0,0,7,24,40,135.0,No,No,No,Yes,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
Single,5,2,8,Daytime,1,132.0,0,12,15,25,41,119.1,Yes,No,Yes,No,Female,No,20,No,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,0
Single,11,1,9,Daytime,1,143.0,0,0,22,25,43,126.6,No,No,Yes,No,Female,No,21,No,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,1
Single,4,3,11,Daytime,1,141.0,0,18,0,29,38,129.0,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,2
Single,9,1,5,Daytime,1,133.1,0,0,7,29,43,162.3,Yes,No,No,Yes,Female,No,24,No,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,0
Single,4,4,4,Daytime,1,148.0,0,0,15,24,1,163.4,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,2
Single,0,1,10,Daytime,1,125.0,0,6,23,29,42,121.5,No,No,No,Yes,Female,Yes,21,No,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,2
Single,0,1,2,Evening,1,120.0,0,0,22,27,37,122.8,No,No,No,Yes,Female,No,23,No,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,1
Single,9,1,8,Daytime,1,140.0,0,3,15,24,37,118.0,Yes,No,No,Yes,Female,No,24,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Single,14,1,15,Daytime,1,139.0,0,0,0,24,2,134.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Single,0,4,11,Daytime,1,142.0,0,18,23,29,42,129.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,2
Single,9,1,16,Evening,40,130.0,0,6,0,23,38,152.0,Yes,No,No,Yes,Female,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Single,5,6,11,Daytime,1,126.0,0,17,22,25,39,122.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,2
Single,17,1,6,Daytime,3,150.0,0,12,8,22,36,150.0,No,No,No,Yes,Female,No,35,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,0
Single,0,1,15,Daytime,1,130.0,0,6,7,23,42,131.8,No,No,No,Yes,Female,No,18,No,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,2
Single,9,1,11,Daytime,1,120.0,0,0,15,17,8,105.9,No,No,No,Yes,Female,No,35,No,0,3,4,3,11.816666666666668,0,0,3,3,3,11.333333333333334,0,11.1,0.6,2.02,1
Single,0,1,5,Daytime,1,138.0,0,0,0,24,41,132.1,Yes,No,No,Yes,Female,No,19,No,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,2
Single,0,4,9,Daytime,1,127.0,0,6,7,24,0,127.4,Yes,No,No,Yes,Female,No,20,No,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,2
Single,0,4,11,Daytime,1,140.0,0,6,7,27,41,129.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,2
Single,12,1,9,Daytime,39,130.0,0,18,23,25,2,126.7,No,No,Yes,Yes,Female,No,21,No,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,2
Single,4,2,9,Daytime,1,128.0,0,6,22,29,42,116.5,No,No,No,Yes,Female,Yes,18,No,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,2
Single,0,1,9,Daytime,1,132.0,0,14,19,0,0,119.1,Yes,No,No,Yes,Female,No,18,No,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,2
Single,0,2,11,Daytime,1,149.0,0,6,23,29,43,126.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,2
Single,0,4,14,Daytime,1,155.0,0,12,7,1,38,149.8,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,2
Single,0,1,5,Daytime,1,120.0,0,6,0,28,41,115.1,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,2
Single,9,1,10,Daytime,19,133.1,0,12,7,22,37,124.5,No,No,No,Yes,Female,Yes,36,No,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,0
Single,0,2,11,Daytime,1,131.0,0,18,0,27,38,128.3,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,2
Single,0,1,11,Daytime,1,149.0,0,17,22,29,43,136.0,No,No,No,Yes,Female,Yes,18,No,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,2
Single,11,1,7,Daytime,1,140.0,0,0,15,29,36,140.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,2
Single,9,1,16,Evening,1,133.1,0,17,22,29,43,126.3,No,No,No,Yes,Female,Yes,26,No,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0
Single,11,1,14,Daytime,1,122.0,0,0,0,24,39,126.9,No,No,No,Yes,Female,No,21,No,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,2
Single,9,1,12,Daytime,40,130.0,0,0,0,24,39,145.0,No,No,No,Yes,Female,No,25,No,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,1
Single,5,1,8,Daytime,1,121.0,0,6,15,25,39,115.8,Yes,No,No,Yes,Female,Yes,19,No,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,2
Single,9,1,2,Evening,1,120.0,0,6,22,28,41,100.0,Yes,No,No,Yes,Female,No,24,No,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,0
Single,9,1,2,Evening,1,133.1,0,0,7,25,38,102.5,No,No,No,Yes,Female,Yes,27,No,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,0
Single,4,1,5,Daytime,1,121.0,0,6,22,1,37,131.5,No,No,No,Yes,Female,No,21,No,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,0
Single,0,1,8,Daytime,1,133.0,0,18,23,27,41,147.0,No,No,No,Yes,Female,Yes,18,No,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,2
Married,0,4,15,Daytime,1,134.0,0,17,22,25,41,122.5,No,Yes,No,Yes,Female,Yes,19,No,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,2
Single,0,3,10,Daytime,1,115.0,0,0,0,23,37,117.5,Yes,No,No,Yes,Female,No,18,No,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,0
Single,14,1,11,Daytime,1,127.0,0,6,0,25,43,150.0,No,No,No,Yes,Female,Yes,19,No,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,2
Single,5,1,11,Daytime,1,135.0,0,0,23,24,39,127.5,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,2
Married,17,1,16,Evening,43,140.0,0,21,31,23,37,140.0,No,No,No,Yes,Female,No,33,No,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,11.1,0.6,2.02,2
Married,17,1,8,Daytime,3,130.0,0,0,25,23,2,130.0,No,No,No,Yes,Female,No,45,No,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,2
Single,0,1,9,Daytime,1,135.0,0,0,0,29,43,133.3,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,2
Single,9,2,13,Daytime,1,140.0,0,14,19,0,0,97.0,Yes,No,No,Yes,Female,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Single,11,1,11,Daytime,1,120.0,0,0,0,25,42,112.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,2
Single,0,2,10,Daytime,1,140.0,0,0,22,24,39,123.6,Yes,No,No,Yes,Female,No,18,No,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,2
Single,9,1,10,Daytime,3,133.1,0,6,7,24,40,130.5,No,No,No,Yes,Female,No,38,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Single,0,2,13,Daytime,1,135.0,0,0,15,24,37,133.3,No,No,No,Yes,Female,No,19,No,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,2
Single,0,1,10,Daytime,1,123.0,0,0,22,29,43,132.1,No,No,No,Yes,Female,Yes,21,No,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,2
Single,0,1,8,Daytime,1,133.1,0,17,0,29,2,100.0,No,No,No,Yes,Female,No,21,No,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,0
Single,0,1,9,Daytime,1,154.0,0,18,22,29,43,140.4,No,No,No,Yes,Female,Yes,22,No,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,2
Single,0,1,15,Daytime,1,148.0,0,6,7,25,41,141.7,No,No,No,Yes,Female,Yes,18,No,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,2
Single,4,2,9,Daytime,1,133.0,0,17,22,23,43,119.7,No,Yes,No,Yes,Female,Yes,18,No,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,2
Single,0,1,7,Daytime,1,126.0,0,6,0,29,43,122.5,Yes,No,No,No,Female,No,25,No,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,0
Single,9,1,5,Daytime,19,133.1,0,6,7,29,41,140.0,No,No,Yes,No,Female,No,24,No,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,0
Single,0,3,11,Daytime,1,125.0,0,12,0,24,38,119.4,Yes,No,No,Yes,Female,No,19,No,0,7,10,6,12.471428571428572,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,1
Single,3,1,0,Daytime,1,145.0,0,12,15,23,37,155.0,Yes,No,No,Yes,Female,No,24,No,11,17,19,11,12.909090909090908,0,9,13,15,9,13.555555555555555,0,12.4,0.5,1.79,1
Single,0,2,8,Daytime,1,118.0,0,17,7,25,39,119.1,Yes,No,No,Yes,Female,Yes,20,No,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,2
Single,9,1,8,Daytime,1,120.0,0,17,0,29,1,122.7,No,No,No,No,Female,No,25,No,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0
Single,0,1,8,Daytime,1,127.0,0,18,7,29,2,117.9,No,No,No,Yes,Female,Yes,20,No,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,8.9,1.4,3.51,2
Single,17,1,11,Daytime,3,130.0,0,6,23,25,37,130.0,No,No,No,Yes,Female,No,23,No,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,2
Single,4,3,11,Daytime,1,129.0,0,6,22,27,40,120.0,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,13.151428571428571,0,0,8,8,7,13.151428571428571,0,10.8,1.4,1.74,2
Single,12,1,3,Daytime,39,130.0,0,17,22,29,2,130.0,No,No,Yes,No,Female,No,29,No,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,0
Single,0,3,10,Daytime,1,121.0,0,6,22,24,41,116.8,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,11.333333333333334,0,0,6,8,4,12.25,0,11.1,0.6,2.02,2
Single,0,1,13,Daytime,1,136.0,0,6,0,29,42,123.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,6,13.25,0,0,6,13,5,14.142857142857142,0,11.1,0.6,2.02,2
Single,0,3,4,Daytime,1,125.0,0,6,23,29,43,125.4,Yes,No,No,Yes,Female,No,19,No,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,1
Single,0,3,14,Daytime,1,131.0,0,18,22,27,41,127.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,8.9,1.4,3.51,0
Single,0,1,5,Daytime,1,122.0,0,28,7,30,40,103.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,14.4,0,0,5,6,5,13.0,0,7.6,2.6,0.32,2
Single,0,1,14,Daytime,1,127.0,0,17,22,29,42,123.2,Yes,No,No,Yes,Female,No,18,No,0,6,12,1,11.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,1
Single,4,1,8,Daytime,1,136.0,0,0,0,24,38,124.1,No,No,No,Yes,Female,No,18,No,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,2
Married,9,1,12,Daytime,19,133.1,0,18,22,27,41,99.5,Yes,No,Yes,No,Female,Yes,37,No,0,7,13,1,16.0,0,0,7,12,0,0.0,0,8.9,1.4,3.51,0
Single,4,1,16,Evening,40,127.0,0,17,22,26,40,124.9,No,No,No,Yes,Female,No,29,No,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,16.2,0.3,-0.92,2
Single,4,3,4,Daytime,1,116.0,0,17,22,29,43,110.8,No,No,No,Yes,Female,No,18,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.5,0,7.6,2.6,0.32,1
Single,0,1,9,Daytime,1,121.0,0,0,0,29,42,118.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,5,11.666666666666666,0,0,6,9,5,12.666666666666666,0,12.4,0.5,1.79,2
Single,11,1,9,Daytime,1,124.0,0,0,0,23,1,118.8,Yes,No,Yes,No,Female,No,22,No,6,10,16,6,11.833333333333334,0,2,7,8,2,13.0,0,16.2,0.3,-0.92,0
Single,0,1,10,Daytime,1,131.0,0,17,23,29,41,137.0,No,No,No,Yes,Female,Yes,20,No,0,6,8,6,11.166666666666666,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,2
Single,9,1,2,Evening,1,100.0,0,17,22,31,45,100.0,No,No,No,Yes,Female,No,34,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
Single,11,1,6,Daytime,1,130.0,0,17,23,29,43,120.0,No,No,Yes,No,Female,No,30,No,8,12,17,8,11.75,0,6,12,19,6,12.166666666666666,2,7.6,2.6,0.32,0
Single,0,1,9,Daytime,1,135.0,0,0,0,24,38,122.8,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.0,0,0,6,7,6,14.0,0,10.8,1.4,1.74,2
Single,0,1,9,Daytime,1,130.0,0,18,7,29,39,121.6,No,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.0,0,12.4,0.5,1.79,2
Single,0,2,14,Daytime,1,146.0,0,12,0,1,37,149.2,Yes,No,No,Yes,Female,No,18,No,0,6,11,4,12.25,0,0,6,10,3,11.666666666666666,0,9.4,-0.8,-3.12,2
Single,4,4,11,Daytime,1,146.0,0,20,0,22,37,140.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.828571428571427,0,0,8,8,7,14.828571428571427,0,12.7,3.7,-1.7,2
